Work_Order,Root_Work_Order,wo_depot,asset_depot,Asset,description,Comment on WO SiteReport,priority,job_type,Gas in Property,Component,Corrective Action,Repairs,Corrosion,Fracture,Failure,Interference,Other,status,status_date,scheduled_start,actual_finish,Location,principal_street,post_town,out_code,in_code,Lead_Id,Lead_Name,Material,Diameter
W2307338,W2307328,MOTHERWELL,MOTHERWELL,ASSET-5519,PE pipe section renewal,Root damage identified,4,MR,NO,JOINT,Pipe section renewed,Y,0,0,0,1,0,OPEN,2026-05-27 10:53:59,2026-05-27 07:35:00,2026-05-27 10:53:59,LOC-MTH-816,UNION STREET,MOTHERWELL,MT1,7RU,ENG007,Morag Henderson,AC,200
W2307339,W2307333,STIRLING,STIRLING,ASSET-6184,Joint failure investigation,Temporary clamp applied,3,EM,YES,VALVE,Temporary repair applied,Y,0,0,0,1,0,OPEN,2026-05-27 16:39:01,2026-05-27 12:08:00,2026-05-27 16:39:01,LOC-STL-856,MAIN STREET,STIRLING,ST4,3OM,ENG007,Morag Henderson,PE,200
W2307340,W2307339,GLASGOW,GLASGOW,ASSET-2778,Pressure drop investigation,PE joint failure on low pressure,1,EM,NO  [Root WO: Gas in Property = NO],VALVE,Clamp fitted,N,0,0,1,0,0,COMP,2026-05-26 16:21:46,2026-05-26 10:30:00,2026-05-26 16:21:46,LOC-GLW-475,VICTORIA ROAD,GLASGOW,GL9,1HU,ENG006,Kevin McAllister,ST,100
W2307341,W2307337,EDINBURGH,EDINBURGH,ASSET-6515,Corrosion repair on main,PE joint failure on low pressure,2,IR,NO,MAIN,Pipe section renewed,N,0,1,0,0,0,COMP,2026-05-26 14:30:55,2026-05-26 06:47:00,2026-05-26 14:30:55,LOC-EDI-282,MAIN STREET,EDINBURGH,ED5,8ZX,ENG012,Neil Forsyth,CI,100
W2307342,W2307332,ABERDEEN,ABERDEEN,ASSET-0626,Routine repair WO,Temporary clamp applied,1,ME,YES,SERVICE PIPE,Valve replaced,N,1,0,0,0,0,CLOSE,2026-05-27 18:00:29,2026-05-27 10:45:00,2026-05-27 18:00:29,LOC-ABD-365,VICTORIA ROAD,ABERDEEN,AB4,8LO,ENG006,Kevin McAllister,CI,200
W2307343,W2307339,DUNDEE,DUNDEE,ASSET-0759,Corrosion repair on main,Excavation required,2,EM,NO  [Root WO: Gas in Property = YES],JOINT,PE joint re-made,N,0,0,1,0,0,COMP,2026-05-26 18:07:01,2026-05-26 09:35:00,2026-05-26 18:07:01,LOC-DND-716,MAIN STREET,DUNDEE,DN9,6NR,ENG002,Alistair Fraser,PE,32
W2307344,W2307338,PAISLEY,PAISLEY,ASSET-8819,Main repair following excavation,Bypass valve faulty,2,EM,NO,JOINT,Clamp fitted,N,0,0,1,0,0,CLOSE,2026-05-26 11:44:58,2026-05-26 08:38:00,2026-05-26 11:44:58,LOC-PSL-458,UNION STREET,PAISLEY,PS8,7UJ,ENG015,Diane Kerr,PE,200
W2307345,W2307339,STIRLING,STIRLING,ASSET-1665,Joint failure investigation,Root damage identified,4,MR,NO  [Root WO: Gas in Property = YES],VALVE,Valve replaced,N,1,0,0,0,0,COMP,2026-05-26 16:21:39,2026-05-26 12:45:00,2026-05-26 16:21:39,LOC-STL-592,VICTORIA ROAD,STIRLING,ST3,3FB,ENG003,Catriona Stewart,CI,200
W2307346,W2307344,PAISLEY,PAISLEY,ASSET-2017,Service riser inspection,Root damage identified,1,ME,NO  [Root WO: Gas in Property = YES],MAIN,Temporary repair applied,Y,0,1,0,0,0,COMP,2026-05-26 12:18:41,2026-05-26 06:08:00,2026-05-26 12:18:41,LOC-PSL-794,PRINCES STREET,PAISLEY,PS4,5TA,ENG005,Fiona Cameron,ST,200
W2307347,W2307343,PAISLEY,PAISLEY,ASSET-7421,Main repair following excavation,No visible defect found on main,2,EM,NO,SERVICE PIPE,Section replaced with PE,Y,0,0,0,1,0,OPEN,2026-05-27 17:23:18,2026-05-27 08:26:00,2026-05-27 17:23:18,LOC-PSL-180,UNION STREET,PAISLEY,PS8,2FZ,ENG001,John MacDonald,AC,32
W2307348,W2307344,PERTH,PERTH,ASSET-7881,Joint failure investigation,Corrosion on steel riser above ground,4,EM,YES,MAIN,Monitor and review,N,1,0,0,0,0,PEND,2026-05-27 11:37:32,2026-05-27 08:24:00,2026-05-27 11:37:32,LOC-PRT-437,MAIN STREET,PERTH,PR1,9CU,ENG003,Catriona Stewart,AC,100
W2307349,W2307346,GLASGOW,GLASGOW,ASSET-2463,Joint failure investigation,PE joint failure on low pressure,2,EM,NO  [Root WO: Gas in Property = YES],VALVE,Isolation applied,Y,0,0,0,0,1,OPEN,2026-05-26 16:02:43,2026-05-26 12:16:00,2026-05-26 16:02:43,LOC-GLW-545,VICTORIA ROAD,GLASGOW,GL5,3YI,ENG007,Morag Henderson,AC,250
W2307350,W2307344,AYR,AYR,ASSET-5510,Pressure drop investigation,Temporary clamp applied,4,EM,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Valve replaced,N,1,0,0,0,0,PEND,2026-05-27 20:54:08,2026-05-27 13:46:00,2026-05-27 20:54:08,LOC-AYR-684,CHURCH STREET,AYR,AY5,4OY,ENG015,Diane Kerr,AC,32
W2307351,W2307345,INVERNESS,INVERNESS,ASSET-4138,Main repair following excavation,PE joint failure on low pressure,3,IR,NO,VALVE,PE joint re-made,Y,0,0,0,1,0,COMP,2026-05-27 18:27:05,2026-05-27 13:24:00,2026-05-27 18:27:05,LOC-INV-975,BUCHANAN STREET,INVERNESS,IN3,2CV,ENG008,Craig Burns,CI,150
W2307352,W2307344,MOTHERWELL,MOTHERWELL,ASSET-6321,Gas smell report investigation,No visible defect found on main,2,ME,NO  [Root WO: Gas in Property = YES],RISER,Section replaced with PE,Y,0,0,0,0,1,PEND,2026-05-27 16:04:07,2026-05-27 10:46:00,2026-05-27 16:04:07,LOC-MTH-860,CHURCH STREET,MOTHERWELL,MT1,4NC,ENG013,Lynn Murray,CI,150
W2307353,W2307343,INVERNESS,INVERNESS,ASSET-5608,Joint failure investigation,Bypass valve faulty,1,MR,NO,VALVE,PE joint re-made,N,0,1,0,0,0,CLOSE,2026-05-27 12:41:31,2026-05-27 10:24:00,2026-05-27 12:41:31,LOC-INV-575,MAIN STREET,INVERNESS,IN1,6NC,ENG006,Kevin McAllister,PE,150
W2307354,W2307352,AYR,AYR,ASSET-6727,Emergency service connection,Isolation required,1,MR,NO  [Root WO: Gas in Property = NO],METER,Riser section replaced,N,1,0,0,0,0,CLOSE,2026-05-26 13:45:00,2026-05-26 07:59:00,2026-05-26 13:45:00,LOC-AYR-412,MARKET STREET,AYR,AY5,5TD,ENG015,Diane Kerr,ST,200
W2307355,W2307353,MOTHERWELL,MOTHERWELL,ASSET-4932,Pressure drop investigation,Isolation required,1,MR,NO  [Root WO: Gas in Property = NO],VALVE,Clamp fitted,Y,0,0,0,1,0,COMP,2026-05-27 14:19:01,2026-05-27 12:19:00,2026-05-27 14:19:01,LOC-MTH-067,PRINCES STREET,MOTHERWELL,MT8,6OH,ENG004,Douglas Reid,ST,150
W2307356,W2307353,MOTHERWELL,MOTHERWELL,ASSET-6357,Main repair following excavation,Temporary clamp applied,4,EM,NO,VALVE,Section replaced with PE,Y,0,0,0,0,1,CLOSE,2026-05-26 18:27:33,2026-05-26 09:49:00,2026-05-26 18:27:33,LOC-MTH-270,UNION STREET,MOTHERWELL,MT6,2PN,ENG006,Kevin McAllister,PE,100
W2307357,W2307350,MOTHERWELL,MOTHERWELL,ASSET-6264,Service pipe leak repair,PE joint failure on low pressure,3,IR,YES,SERVICE PIPE,Temporary repair applied,N,0,0,0,0,1,CLOSE,2026-05-27 12:59:44,2026-05-27 07:59:00,2026-05-27 12:59:44,LOC-MTH-586,VICTORIA ROAD,MOTHERWELL,MT1,4ET,ENG009,Lorna Mitchell,ST,250
W2307358,W2307353,PERTH,PERTH,ASSET-5875,Routine repair WO,Root damage identified,2,EM,NO  [Root WO: Gas in Property = NO],VALVE,Pipe section renewed,Y,0,0,0,1,0,OPEN,2026-05-26 17:52:20,2026-05-26 12:31:00,2026-05-26 17:52:20,LOC-PRT-874,HIGH STREET,PERTH,PR1,9YD,ENG006,Kevin McAllister,CI,32
W2307359,W2307349,EDINBURGH,EDINBURGH,ASSET-2585,Meter bypass repair,Leak found at joint under pavement,3,EM,NO  [Root WO: Gas in Property = YES],JOINT,Monitor and review,Y,0,0,1,0,0,PEND,2026-05-27 14:42:01,2026-05-27 09:41:00,2026-05-27 14:42:01,LOC-EDI-366,BUCHANAN STREET,EDINBURGH,ED3,1UW,ENG010,Brian Thomson,PE,25
W2307360,W2307355,DUNDEE,DUNDEE,ASSET-6372,PE pipe section renewal,Excavation required,3,EM,NO,RISER,Section replaced with PE,N,0,0,0,0,1,CLOSE,2026-05-26 18:35:05,2026-05-26 13:07:00,2026-05-26 18:35:05,LOC-DND-266,PRINCES STREET,DUNDEE,DN4,3EG,ENG002,Alistair Fraser,AC,150
W2307361,W2307360,EDINBURGH,EDINBURGH,ASSET-7748,Emergency service connection,Temporary clamp applied,2,ME,NO,MAIN,Temporary repair applied,Y,0,1,0,0,0,PEND,2026-05-26 18:25:29,2026-05-26 10:45:00,2026-05-26 18:25:29,LOC-EDI-796,PRINCES STREET,EDINBURGH,ED4,3TP,ENG001,John MacDonald,PE,250
W2307362,W2307358,EDINBURGH,EDINBURGH,ASSET-7931,PE pipe section renewal,Corrosion on steel riser above ground,3,ME,YES,VALVE,Temporary repair applied,N,0,0,1,0,0,CLOSE,2026-05-26 13:32:47,2026-05-26 09:25:00,2026-05-26 13:32:47,LOC-EDI-177,CHURCH STREET,EDINBURGH,ED9,5NG,ENG010,Brian Thomson,PE,150
W2307363,W2307355,MOTHERWELL,MOTHERWELL,ASSET-3185,Main repair following excavation,Corrosion on steel riser above ground,3,IR,YES,METER,Riser section replaced,Y,0,0,1,0,0,COMP,2026-05-27 12:46:57,2026-05-27 09:31:00,2026-05-27 12:46:57,LOC-MTH-947,PRINCES STREET,MOTHERWELL,MT8,6EH,ENG008,Craig Burns,ST,200
W2307364,W2307354,INVERNESS,INVERNESS,ASSET-2405,Service riser inspection,Root damage identified,2,MR,NO,JOINT,Isolation applied,N,0,0,0,1,0,CLOSE,2026-05-27 14:22:47,2026-05-27 08:06:00,2026-05-27 14:22:47,LOC-INV-795,MARKET STREET,INVERNESS,IN7,3CK,ENG011,Sandra Gillies,CI,63
W2307365,W2307359,GLASGOW,GLASGOW,ASSET-2293,Pressure drop investigation,No visible defect found on main,1,MR,NO  [Root WO: Gas in Property = YES],JOINT,Monitor and review,Y,0,0,0,0,1,PEND,2026-05-27 09:34:55,2026-05-27 06:35:00,2026-05-27 09:34:55,LOC-GLW-906,BUCHANAN STREET,GLASGOW,GL2,1OU,ENG015,Diane Kerr,ST,63
W2307366,W2307362,PERTH,PERTH,ASSET-9351,PE pipe section renewal,No visible defect found on main,1,EM,NO  [Root WO: Gas in Property = YES],METER,Riser section replaced,N,0,0,1,0,0,CLOSE,2026-05-26 15:52:46,2026-05-26 08:32:00,2026-05-26 15:52:46,LOC-PRT-868,CHURCH STREET,PERTH,PR6,8HL,ENG003,Catriona Stewart,AC,150
W2307367,W2307364,PERTH,PERTH,ASSET-8179,Main repair following excavation,Customer reported smell,3,EM,YES,JOINT,Riser section replaced,N,0,1,0,0,0,OPEN,2026-05-26 18:24:45,2026-05-26 13:52:00,2026-05-26 18:24:45,LOC-PRT-437,PRINCES STREET,PERTH,PR6,3YJ,ENG006,Kevin McAllister,CI,32
W2307368,W2307360,STIRLING,STIRLING,ASSET-4730,Main repair following excavation,Customer reported smell,1,ME,NO  [Root WO: Gas in Property = NO],JOINT,Clamp fitted,Y,0,0,1,0,0,COMP,2026-05-27 14:11:35,2026-05-27 11:07:00,2026-05-27 14:11:35,LOC-STL-880,UNION STREET,STIRLING,ST1,8GX,ENG004,Douglas Reid,AC,250
W2307369,W2307364,STIRLING,STIRLING,ASSET-0519,Emergency service connection,No visible defect found on main,2,IR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Pipe section renewed,N,0,0,0,1,0,COMP,2026-05-27 12:58:35,2026-05-27 08:55:00,2026-05-27 12:58:35,LOC-STL-902,KING STREET,STIRLING,ST6,2RW,ENG008,Craig Burns,ST,32
W2307370,W2307367,DUNDEE,DUNDEE,ASSET-2140,Main repair following excavation,Bypass valve faulty,4,MR,NO,SERVICE PIPE,Pipe section renewed,Y,1,0,0,0,0,CLOSE,2026-05-26 13:09:02,2026-05-26 08:38:00,2026-05-26 13:09:02,LOC-DND-314,MAIN STREET,DUNDEE,DN9,8CP,ENG008,Craig Burns,PE,32
W2307371,W2307362,INVERNESS,INVERNESS,ASSET-8061,Pressure drop investigation,PE joint failure on low pressure,1,ME,NO  [Root WO: Gas in Property = YES],METER,Isolation applied,N,0,0,0,0,1,PEND,2026-05-26 20:36:22,2026-05-26 13:07:00,2026-05-26 20:36:22,LOC-INV-996,UNION STREET,INVERNESS,IN2,4GF,ENG014,Ross Campbell,CI,63
W2307372,W2307371,INVERNESS,INVERNESS,ASSET-0290,Joint failure investigation,PE joint failure on low pressure,1,ME,NO,METER,Monitor and review,N,0,0,0,1,0,OPEN,2026-05-27 15:02:00,2026-05-27 06:04:00,2026-05-27 15:02:00,LOC-INV-561,PRINCES STREET,INVERNESS,IN9,5OB,ENG012,Neil Forsyth,CI,25
W2307373,W2307367,INVERNESS,INVERNESS,ASSET-1428,Service riser inspection,Isolation required,2,ME,NO  [Root WO: Gas in Property = YES],VALVE,PE joint re-made,N,1,0,0,0,0,OPEN,2026-05-27 16:17:52,2026-05-27 08:22:00,2026-05-27 16:17:52,LOC-INV-616,UNION STREET,INVERNESS,IN6,8XN,ENG015,Diane Kerr,CI,100
W2307374,W2307365,AYR,AYR,ASSET-6344,Routine repair WO,PE joint failure on low pressure,4,EM,NO,SERVICE PIPE,PE joint re-made,Y,0,1,0,0,0,PEND,2026-05-26 14:22:32,2026-05-26 08:36:00,2026-05-26 14:22:32,LOC-AYR-777,HIGH STREET,AYR,AY8,9ZB,ENG004,Douglas Reid,CI,63
W2307375,W2307366,AYR,AYR,ASSET-1094,PE pipe section renewal,Isolation required,3,EM,NO,RISER,Riser section replaced,N,0,0,0,1,0,CLOSE,2026-05-27 15:43:11,2026-05-27 13:19:00,2026-05-27 15:43:11,LOC-AYR-266,KING STREET,AYR,AY8,9UZ,ENG007,Morag Henderson,PE,32
W2307376,W2307375,STIRLING,STIRLING,ASSET-2088,Emergency service connection,No visible defect found on main,4,ME,NO,VALVE,Temporary repair applied,Y,0,1,0,0,0,OPEN,2026-05-26 17:06:16,2026-05-26 12:41:00,2026-05-26 17:06:16,LOC-STL-750,MAIN STREET,STIRLING,ST4,8HS,ENG012,Neil Forsyth,PE,100
W2307377,W2307370,DUNDEE,DUNDEE,ASSET-4103,Valve replacement,Temporary clamp applied,4,EM,NO,SERVICE PIPE,Temporary repair applied,N,1,0,0,0,0,PEND,2026-05-27 12:18:29,2026-05-27 08:42:00,2026-05-27 12:18:29,LOC-DND-598,MAIN STREET,DUNDEE,DN3,4TB,ENG008,Craig Burns,AC,25
W2307378,W2307375,EDINBURGH,EDINBURGH,ASSET-5848,Service pipe leak repair,Root damage identified,4,IR,NO  [Root WO: Gas in Property = YES],VALVE,Temporary repair applied,N,1,0,0,0,0,CLOSE,2026-05-26 18:18:08,2026-05-26 12:07:00,2026-05-26 18:18:08,LOC-EDI-924,PRINCES STREET,EDINBURGH,ED1,8IJ,ENG008,Craig Burns,AC,32
W2307379,W2307369,STIRLING,STIRLING,ASSET-0269,Service pipe leak repair,Root damage identified,4,ME,YES,JOINT,Isolation applied,N,0,0,0,1,0,OPEN,2026-05-27 14:10:15,2026-05-27 11:42:00,2026-05-27 14:10:15,LOC-STL-948,ARGYLE STREET,STIRLING,ST5,6CJ,ENG007,Morag Henderson,CI,100
W2307380,W2307373,PAISLEY,PAISLEY,ASSET-8518,Corrosion repair on main,Bypass valve faulty,2,ME,NO  [Root WO: Gas in Property = YES],MAIN,Section replaced with PE,Y,1,0,0,0,0,CLOSE,2026-05-26 19:00:50,2026-05-26 13:33:00,2026-05-26 19:00:50,LOC-PSL-552,MAIN STREET,PAISLEY,PS7,5DA,ENG014,Ross Campbell,CI,150
W2307381,W2307376,AYR,AYR,ASSET-3571,Routine repair WO,Root damage identified,2,IR,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,Y,0,0,1,0,0,CLOSE,2026-05-27 15:43:50,2026-05-27 06:52:00,2026-05-27 15:43:50,LOC-AYR-057,MARKET STREET,AYR,AY5,4JI,ENG006,Kevin McAllister,PE,200
W2307382,W2307372,STIRLING,STIRLING,ASSET-4292,Service pipe leak repair,Temporary clamp applied,2,MR,YES,MAIN,Clamp fitted,N,0,1,0,0,0,OPEN,2026-05-27 14:33:15,2026-05-27 07:32:00,2026-05-27 14:33:15,LOC-STL-835,VICTORIA ROAD,STIRLING,ST7,9QS,ENG011,Sandra Gillies,ST,150
W2307383,W2307380,PERTH,PERTH,ASSET-9772,Valve replacement,No visible defect found on main,3,IR,YES,VALVE,Clamp fitted,Y,0,0,0,0,1,CLOSE,2026-05-27 15:33:24,2026-05-27 09:50:00,2026-05-27 15:33:24,LOC-PRT-128,VICTORIA ROAD,PERTH,PR7,2II,ENG014,Ross Campbell,PE,250
W2307384,W2307380,STIRLING,STIRLING,ASSET-3391,Service riser inspection,Root damage identified,3,IR,NO  [Root WO: Gas in Property = YES],RISER,Section replaced with PE,N,0,0,1,0,0,OPEN,2026-05-26 17:34:04,2026-05-26 13:32:00,2026-05-26 17:34:04,LOC-STL-069,HIGH STREET,STIRLING,ST4,4WD,ENG008,Craig Burns,PE,150
W2307385,W2307375,DUNDEE,DUNDEE,ASSET-4321,Valve replacement,Excavation required,2,ME,NO  [Root WO: Gas in Property = YES],MAIN,Temporary repair applied,N,1,0,0,0,0,CLOSE,2026-05-27 21:06:47,2026-05-27 12:27:00,2026-05-27 21:06:47,LOC-DND-845,HIGH STREET,DUNDEE,DN7,4RH,ENG013,Lynn Murray,CI,100
W2307386,W2307379,PERTH,PERTH,ASSET-6878,Routine repair WO,Leak found at joint under pavement,3,EM,YES,METER,Monitor and review,N,1,0,0,0,0,PEND,2026-05-26 16:46:02,2026-05-26 07:50:00,2026-05-26 16:46:02,LOC-PRT-232,MARKET STREET,PERTH,PR6,7QT,ENG003,Catriona Stewart,PE,250
W2307387,W2307377,GLASGOW,GLASGOW,ASSET-4922,Routine repair WO,Isolation required,3,ME,NO,SERVICE PIPE,Riser section replaced,Y,0,1,0,0,0,CLOSE,2026-05-26 12:46:36,2026-05-26 08:22:00,2026-05-26 12:46:36,LOC-GLW-267,CHURCH STREET,GLASGOW,GL9,5WP,ENG001,John MacDonald,CI,200
W2307388,W2307384,INVERNESS,INVERNESS,ASSET-1462,Emergency service connection,Root damage identified,3,MR,NO  [Root WO: Gas in Property = NO],METER,Pipe section renewed,Y,1,0,0,0,0,PEND,2026-05-26 19:04:15,2026-05-26 11:00:00,2026-05-26 19:04:15,LOC-INV-545,KING STREET,INVERNESS,IN5,4EL,ENG006,Kevin McAllister,CI,32
W2307389,W2307382,EDINBURGH,EDINBURGH,ASSET-8301,Main repair following excavation,Leak found at joint under pavement,2,ME,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Monitor and review,N,0,0,0,1,0,COMP,2026-05-27 10:39:33,2026-05-27 06:40:00,2026-05-27 10:39:33,LOC-EDI-283,BUCHANAN STREET,EDINBURGH,ED7,9DK,ENG011,Sandra Gillies,AC,25
W2307390,W2307384,AYR,AYR,ASSET-6639,Gas smell report investigation,Excavation required,2,EM,NO  [Root WO: Gas in Property = YES],JOINT,Valve replaced,Y,0,0,1,0,0,PEND,2026-05-27 14:30:29,2026-05-27 10:33:00,2026-05-27 14:30:29,LOC-AYR-089,MAIN STREET,AYR,AY4,2XW,ENG001,John MacDonald,PE,25
W2307391,W2307382,INVERNESS,INVERNESS,ASSET-6966,Gas smell report investigation,PE joint failure on low pressure,3,ME,NO  [Root WO: Gas in Property = YES],VALVE,Riser section replaced,N,0,0,0,1,0,CLOSE,2026-05-27 12:46:44,2026-05-27 09:42:00,2026-05-27 12:46:44,LOC-INV-098,MARKET STREET,INVERNESS,IN3,1IR,ENG003,Catriona Stewart,AC,25
W2307392,W2307388,PAISLEY,PAISLEY,ASSET-4018,Gas smell report investigation,No visible defect found on main,1,IR,YES,SERVICE PIPE,Pipe section renewed,N,1,0,0,0,0,CLOSE,2026-05-27 20:28:12,2026-05-27 12:34:00,2026-05-27 20:28:12,LOC-PSL-778,CHURCH STREET,PAISLEY,PS1,6LS,ENG015,Diane Kerr,AC,63
W2307393,W2307387,EDINBURGH,EDINBURGH,ASSET-6441,Meter bypass repair,Excavation required,4,EM,NO  [Root WO: Gas in Property = YES],RISER,Section replaced with PE,N,0,0,0,0,1,COMP,2026-05-27 15:54:16,2026-05-27 07:51:00,2026-05-27 15:54:16,LOC-EDI-616,KING STREET,EDINBURGH,ED1,1DT,ENG006,Kevin McAllister,AC,25
W2307394,W2307392,MOTHERWELL,MOTHERWELL,ASSET-6227,Service pipe leak repair,No visible defect found on main,3,IR,NO,METER,Clamp fitted,N,0,0,1,0,0,PEND,2026-05-27 21:31:23,2026-05-27 12:46:00,2026-05-27 21:31:23,LOC-MTH-730,HIGH STREET,MOTHERWELL,MT5,8EA,ENG010,Brian Thomson,ST,100
W2307395,W2307392,GLASGOW,GLASGOW,ASSET-8506,PE pipe section renewal,Isolation required,3,ME,NO  [Root WO: Gas in Property = NO],RISER,Monitor and review,Y,0,0,1,0,0,PEND,2026-05-27 11:19:08,2026-05-27 07:52:00,2026-05-27 11:19:08,LOC-GLW-413,VICTORIA ROAD,GLASGOW,GL8,3VS,ENG009,Lorna Mitchell,CI,150
W2307396,W2307395,PERTH,PERTH,ASSET-4619,Service riser inspection,Bypass valve faulty,1,EM,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Valve replaced,Y,0,0,1,0,0,COMP,2026-05-26 10:17:56,2026-05-26 08:01:00,2026-05-26 10:17:56,LOC-PRT-867,CHURCH STREET,PERTH,PR2,8AI,ENG006,Kevin McAllister,AC,63
W2307397,W2307392,MOTHERWELL,MOTHERWELL,ASSET-4605,Meter bypass repair,Corrosion on steel riser above ground,3,ME,NO,SERVICE PIPE,Monitor and review,N,1,0,0,0,0,CLOSE,2026-05-26 13:30:34,2026-05-26 08:43:00,2026-05-26 13:30:34,LOC-MTH-365,PRINCES STREET,MOTHERWELL,MT3,4YV,ENG004,Douglas Reid,ST,200
W2307398,W2307389,DUNDEE,DUNDEE,ASSET-1787,Corrosion repair on main,Leak found at joint under pavement,4,IR,NO  [Root WO: Gas in Property = NO],METER,Section replaced with PE,N,0,0,1,0,0,COMP,2026-05-26 15:47:19,2026-05-26 10:03:00,2026-05-26 15:47:19,LOC-DND-210,MARKET STREET,DUNDEE,DN6,8NV,ENG013,Lynn Murray,PE,25
W2307399,W2307392,AYR,AYR,ASSET-1187,Joint failure investigation,No visible defect found on main,2,ME,NO  [Root WO: Gas in Property = NO],VALVE,Section replaced with PE,N,0,0,0,0,1,CLOSE,2026-05-27 16:32:29,2026-05-27 08:48:00,2026-05-27 16:32:29,LOC-AYR-597,VICTORIA ROAD,AYR,AY4,3ZH,ENG008,Craig Burns,CI,100
W2307400,W2307392,MOTHERWELL,MOTHERWELL,ASSET-4082,Emergency service connection,Isolation required,1,ME,NO  [Root WO: Gas in Property = NO],VALVE,Valve replaced,Y,0,0,0,0,1,PEND,2026-05-26 13:19:21,2026-05-26 10:10:00,2026-05-26 13:19:21,LOC-MTH-354,BUCHANAN STREET,MOTHERWELL,MT8,2WE,ENG001,John MacDonald,PE,150
W2307401,W2307393,ABERDEEN,ABERDEEN,ASSET-8161,Gas smell report investigation,Excavation required,2,MR,NO  [Root WO: Gas in Property = NO],JOINT,Clamp fitted,Y,0,0,0,0,1,PEND,2026-05-27 13:29:30,2026-05-27 07:32:00,2026-05-27 13:29:30,LOC-ABD-418,MARKET STREET,ABERDEEN,AB3,2DW,ENG014,Ross Campbell,AC,250
W2307402,W2307393,GLASGOW,GLASGOW,ASSET-0147,Main repair following excavation,No visible defect found on main,1,IR,NO  [Root WO: Gas in Property = NO],JOINT,Riser section replaced,N,0,1,0,0,0,COMP,2026-05-27 20:03:56,2026-05-27 13:20:00,2026-05-27 20:03:56,LOC-GLW-588,UNION STREET,GLASGOW,GL5,5RF,ENG012,Neil Forsyth,PE,100
W2307403,W2307397,DUNDEE,DUNDEE,ASSET-6578,Main repair following excavation,Bypass valve faulty,3,IR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Pipe section renewed,N,1,0,0,0,0,CLOSE,2026-05-27 17:11:55,2026-05-27 08:52:00,2026-05-27 17:11:55,LOC-DND-440,KING STREET,DUNDEE,DN7,1MM,ENG014,Ross Campbell,CI,25
W2307404,W2307394,AYR,AYR,ASSET-8063,Joint failure investigation,Root damage identified,3,MR,YES,SERVICE PIPE,Section replaced with PE,Y,0,0,1,0,0,CLOSE,2026-05-26 16:06:59,2026-05-26 10:06:00,2026-05-26 16:06:59,LOC-AYR-472,CHURCH STREET,AYR,AY1,6TV,ENG012,Neil Forsyth,AC,63
W2307405,W2307396,AYR,AYR,ASSET-0909,Valve replacement,Temporary clamp applied,3,MR,NO  [Root WO: Gas in Property = YES],JOINT,PE joint re-made,Y,1,0,0,0,0,PEND,2026-05-26 14:37:52,2026-05-26 08:49:00,2026-05-26 14:37:52,LOC-AYR-182,HIGH STREET,AYR,AY7,1DH,ENG011,Sandra Gillies,CI,150
W2307406,W2307396,GLASGOW,GLASGOW,ASSET-6304,PE pipe section renewal,Leak found at joint under pavement,2,MR,YES,RISER,Monitor and review,N,0,0,0,0,1,CLOSE,2026-05-26 11:32:48,2026-05-26 09:15:00,2026-05-26 11:32:48,LOC-GLW-969,PRINCES STREET,GLASGOW,GL7,5UV,ENG005,Fiona Cameron,ST,63
W2307407,W2307406,ABERDEEN,ABERDEEN,ASSET-9282,Service riser inspection,Leak found at joint under pavement,1,ME,NO,VALVE,Pipe section renewed,N,1,0,0,0,0,OPEN,2026-05-27 13:16:24,2026-05-27 06:13:00,2026-05-27 13:16:24,LOC-ABD-230,KING STREET,ABERDEEN,AB9,2EM,ENG006,Kevin McAllister,PE,25
W2307408,W2307404,EDINBURGH,EDINBURGH,ASSET-8075,PE pipe section renewal,Root damage identified,4,MR,NO  [Root WO: Gas in Property = YES],VALVE,Section replaced with PE,Y,0,0,1,0,0,PEND,2026-05-26 19:05:10,2026-05-26 13:07:00,2026-05-26 19:05:10,LOC-EDI-953,MAIN STREET,EDINBURGH,ED3,1PX,ENG013,Lynn Murray,CI,150
W2307409,W2307400,PERTH,PERTH,ASSET-1655,Joint failure investigation,Corrosion on steel riser above ground,2,IR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,PE joint re-made,N,0,0,0,1,0,COMP,2026-05-27 18:39:57,2026-05-27 09:54:00,2026-05-27 18:39:57,LOC-PRT-524,VICTORIA ROAD,PERTH,PR2,5EZ,ENG001,John MacDonald,PE,200
W2307410,W2307406,STIRLING,STIRLING,ASSET-7419,Main repair following excavation,Customer reported smell,3,ME,YES,METER,Valve replaced,N,0,0,0,0,1,COMP,2026-05-27 15:28:44,2026-05-27 07:03:00,2026-05-27 15:28:44,LOC-STL-880,HIGH STREET,STIRLING,ST1,5ZG,ENG015,Diane Kerr,CI,25
