LDZ,Depot,Workstream,Engineer,Engineer Name,Team Manager Name,Workorder No.,Job Type,Job Priority,Actual Start,Actual Finish,Time On Site (HH:MM:SS),Duration (Hours)
SC,ABERDEEN,INSPECTION,ENG006,Kevin McAllister,Gordon Shaw,W5605965,MR,R1,2026-05-22 06:05:00,2026-05-22 09:59:00,03:54:00,3.9
SO,BOURNEMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5605966,RO,M2,2026-05-27 08:33:00,2026-05-27 21:51:00,13:18:00,13.3
SE,GUILDFORD,METERING,ENG032,Colin James,Pat Nolan,W5605967,EM,R1,2026-05-21 07:47:00,2026-05-21 13:11:00,05:24:00,5.4
SC,PERTH,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5605968,ME,R2,2026-05-21 07:31:00,2026-05-21 17:13:00,09:42:00,9.7
NW,STOCKPORT,REPAIR,ENG013,Helen Morris,Dave Clarke,W5605969,MR,E1,2026-05-22 07:38:00,2026-05-22 23:08:00,15:30:00,15.5
EA,NORWICH,METERING,ENG021,Rachel Davies,Mark Booker,W5605970,ME,E2,2026-05-27 10:58:00,2026-05-28 01:28:00,14:30:00,14.5
EA,BEDFORD,INSPECTION,ENG022,Peter Wong,Mark Booker,W5605971,MR,M1,2026-05-26 09:45:00,2026-05-26 11:57:00,02:12:00,2.2
WM,DUDLEY,REPAIR,ENG042,Steve Frost,Mark Reygate,W5605972,ME,M1,2026-05-26 10:07:00,2026-05-26 17:55:00,07:48:00,7.8
SO,BOURNEMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5605973,RO,M1,2026-05-22 07:18:00,2026-05-22 12:24:00,05:06:00,5.1
EA,BEDFORD,EMERGENCY,ENG021,Rachel Davies,Mark Booker,W5605974,RO,R2,2026-05-27 08:03:00,2026-05-27 10:03:00,02:00:00,2.0
NE,DURHAM,METERING,ENG072,Liz Cooke,Bill Tyne,W5605975,MR,E2,2026-05-24 07:23:00,2026-05-24 22:11:00,14:48:00,14.8
SE,EASTBOURNE,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5605976,ME,E2,2026-05-21 10:10:00,2026-05-21 18:52:00,08:41:59,8.7
WM,WALSALL,EMERGENCY,ENG043,Diane Hunt,Tom Avery,W5605977,RO,M1,2026-05-27 09:21:00,2026-05-27 18:15:00,08:54:00,8.9
SE,BRIGHTON,METERING,ENG033,Julie Price,Pat Nolan,W5605978,IR,E1,2026-05-24 08:14:00,2026-05-24 12:44:00,04:30:00,4.5
SE,BRIGHTON,EMERGENCY,ENG032,Colin James,Pat Nolan,W5605979,EM,M2,2026-05-21 08:28:00,2026-05-21 18:22:00,09:54:00,9.9
NE,MIDDLESBROUGH,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5605980,IR,E2,2026-05-26 08:59:00,2026-05-26 20:53:00,11:54:00,11.9
NT,DERBY,METERING,ENG060,Barry Noon,Sue Holt,W5605981,EM,E1,2026-05-27 10:15:00,2026-05-27 15:15:00,05:00:00,5.0
NT,NOTTINGHAM,INSPECTION,ENG062,Fred Archer,Sue Holt,W5605982,MR,R1,2026-05-26 10:26:00,2026-05-26 21:38:00,11:12:00,11.2
NT,MANSFIELD,REPAIR,ENG062,Fred Archer,Sue Holt,W5605983,EM,E2,2026-05-26 08:50:00,2026-05-26 11:02:00,02:12:00,2.2
WM,BIRMINGHAM,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5605984,IR,M2,2026-05-23 09:00:00,2026-05-23 19:54:00,10:54:00,10.9
WM,DUDLEY,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5605985,RO,M1,2026-05-24 10:21:00,2026-05-24 12:45:00,02:24:00,2.4
NE,NEWCASTLE,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5605986,MR,E1,2026-05-27 11:11:00,2026-05-27 14:17:00,03:06:00,3.1
SO,SOUTHAMPTON,METERING,ENG052,Chris Lamb,Phil Russell,W5605987,RO,R1,2026-05-22 06:15:00,2026-05-22 08:33:00,02:18:00,2.3
WM,STOKE,METERING,ENG042,Steve Frost,Mark Reygate,W5605988,IR,M1,2026-05-22 06:26:00,2026-05-22 20:20:00,13:54:00,13.9
NT,MANSFIELD,REPAIR,ENG062,Fred Archer,Sue Holt,W5605989,IR,E1,2026-05-23 10:00:00,2026-05-24 01:12:00,15:12:00,15.2
SE,CROYDON,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5605990,IR,M2,2026-05-22 08:53:00,2026-05-22 21:41:00,12:48:00,12.8
NT,MANSFIELD,REPAIR,ENG061,Cathy Dean,Sue Holt,W5605991,IR,R1,2026-05-24 10:20:00,2026-05-24 14:20:00,04:00:00,4.0
SO,BOURNEMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5605992,RO,E1,2026-05-21 10:32:00,2026-05-22 01:14:00,14:42:00,14.7
EA,CAMBRIDGE,EMERGENCY,ENG023,Sharon King,Anne Foster,W5605993,RO,M2,2026-05-24 08:35:00,2026-05-24 15:05:00,06:30:00,6.5
SC,STIRLING,REPAIR,ENG001,John MacDonald,Steven Leckie,W5605994,EM,E2,2026-05-25 07:22:00,2026-05-25 21:28:00,14:06:00,14.1
SE,CROYDON,ROUTINE,ENG033,Julie Price,Pat Nolan,W5605995,EM,R1,2026-05-25 11:26:00,2026-05-25 16:20:00,04:54:00,4.9
SO,BOURNEMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5605996,RO,E2,2026-05-24 11:17:00,2026-05-25 02:29:00,15:12:00,15.2
NT,LINCOLN,REPAIR,ENG060,Barry Noon,Sue Holt,W5605997,RO,E1,2026-05-26 06:47:00,2026-05-26 17:59:00,11:12:00,11.2
SO,SOUTHAMPTON,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5605998,IR,E2,2026-05-24 10:35:00,2026-05-24 13:29:00,02:54:00,2.9
SO,SALISBURY,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5605999,RO,E1,2026-05-25 08:09:00,2026-05-25 17:21:00,09:12:00,9.2
NE,MIDDLESBROUGH,METERING,ENG072,Liz Cooke,Bill Tyne,W5606000,MR,R1,2026-05-27 09:11:00,2026-05-27 14:41:00,05:30:00,5.5
NE,NEWCASTLE,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5606001,RO,R2,2026-05-23 06:44:00,2026-05-23 17:44:00,11:00:00,11.0
EA,CAMBRIDGE,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5606002,IR,M2,2026-05-21 07:24:00,2026-05-21 10:42:00,03:18:00,3.3
NT,NOTTINGHAM,REPAIR,ENG060,Barry Noon,Sue Holt,W5606003,ME,M1,2026-05-27 10:32:00,2026-05-27 16:56:00,06:24:00,6.4
SO,SALISBURY,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5606004,RO,M1,2026-05-27 06:53:00,2026-05-27 17:17:00,10:24:00,10.4
NE,DURHAM,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5606005,MR,R2,2026-05-26 08:42:00,2026-05-26 18:18:00,09:36:00,9.6
SC,PERTH,METERING,ENG004,Douglas Reid,Graham Loan,W5606006,IR,E1,2026-05-22 07:02:00,2026-05-22 14:56:00,07:54:00,7.9
SO,BOURNEMOUTH,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5606007,RO,E1,2026-05-26 06:14:00,2026-05-26 12:14:00,06:00:00,6.0
NE,GATESHEAD,INSPECTION,ENG071,Alan Shaw,Bill Tyne,W5606008,ME,R1,2026-05-22 09:46:00,2026-05-22 20:40:00,10:54:00,10.9
NW,BOLTON,EMERGENCY,ENG013,Helen Morris,Dave Clarke,W5606009,MR,R2,2026-05-27 11:41:00,2026-05-27 20:41:00,09:00:00,9.0
NE,MIDDLESBROUGH,REPAIR,ENG070,Janet Robb,Bill Tyne,W5606010,IR,M1,2026-05-25 10:56:00,2026-05-25 16:08:00,05:12:00,5.2
EA,IPSWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5606011,EM,M2,2026-05-23 08:26:00,2026-05-23 22:14:00,13:48:00,13.8
EA,BEDFORD,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5606012,MR,E2,2026-05-26 06:14:00,2026-05-26 10:20:00,04:05:59,4.1
SO,PORTSMOUTH,METERING,ENG051,Wendy Nash,Phil Russell,W5606013,ME,M2,2026-05-21 10:02:00,2026-05-21 15:38:00,05:36:00,5.6
SE,GUILDFORD,METERING,ENG033,Julie Price,Pat Nolan,W5606014,MR,R1,2026-05-21 10:42:00,2026-05-21 20:18:00,09:36:00,9.6
WM,BIRMINGHAM,METERING,ENG042,Steve Frost,Mark Reygate,W5606015,IR,M1,2026-05-25 10:10:00,2026-05-25 17:58:00,07:48:00,7.8
NT,NOTTINGHAM,ROUTINE,ENG060,Barry Noon,Sue Holt,W5606016,ME,R2,2026-05-21 11:25:00,2026-05-21 17:13:00,05:48:00,5.8
SO,PORTSMOUTH,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5606017,ME,E1,2026-05-22 07:51:00,2026-05-22 13:57:00,06:06:00,6.1
SE,GUILDFORD,INSPECTION,ENG031,Tracey McIntyre,Ray Ingram,W5606018,RO,R2,2026-05-25 11:13:00,2026-05-25 17:49:00,06:36:00,6.6
NW,STOCKPORT,REPAIR,ENG010,Paul Dawson,Gary Williams,W5606019,MR,M1,2026-05-21 10:38:00,2026-05-21 20:56:00,10:18:00,10.3
NT,LINCOLN,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5606020,MR,M1,2026-05-27 09:12:00,2026-05-28 00:24:00,15:12:00,15.2
SE,GUILDFORD,ROUTINE,ENG033,Julie Price,Pat Nolan,W5606021,IR,M2,2026-05-26 06:18:00,2026-05-26 13:06:00,06:48:00,6.8
SE,HORSHAM,ROUTINE,ENG032,Colin James,Pat Nolan,W5606022,RO,E1,2026-05-22 10:36:00,2026-05-22 21:30:00,10:54:00,10.9
SE,EASTBOURNE,INSPECTION,ENG032,Colin James,Pat Nolan,W5606023,ME,R2,2026-05-23 10:33:00,2026-05-23 21:39:00,11:06:00,11.1
NT,LEICESTER,REPAIR,ENG061,Cathy Dean,Sue Holt,W5606024,ME,R1,2026-05-21 08:18:00,2026-05-21 13:48:00,05:30:00,5.5
SC,STIRLING,EMERGENCY,ENG003,Catriona Stewart,Graham Loan,W5606025,EM,E1,2026-05-25 08:47:00,2026-05-25 21:23:00,12:36:00,12.6
WM,STOKE,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5606026,IR,M2,2026-05-25 06:31:00,2026-05-25 15:31:00,09:00:00,9.0
SE,CROYDON,METERING,ENG030,Stuart Porter,Ray Ingram,W5606027,ME,E1,2026-05-22 06:19:00,2026-05-22 11:07:00,04:48:00,4.8
EA,NORWICH,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5606028,EM,R2,2026-05-27 09:57:00,2026-05-27 18:57:00,09:00:00,9.0
EA,BEDFORD,REPAIR,ENG022,Peter Wong,Mark Booker,W5606029,MR,M2,2026-05-21 09:41:00,2026-05-21 12:47:00,03:06:00,3.1
SO,PORTSMOUTH,EMERGENCY,ENG051,Wendy Nash,Phil Russell,W5606030,RO,M2,2026-05-23 11:35:00,2026-05-23 22:17:00,10:42:00,10.7
NT,LINCOLN,INSPECTION,ENG060,Barry Noon,Sue Holt,W5606031,RO,E1,2026-05-24 07:41:00,2026-05-24 19:41:00,12:00:00,12.0
SE,GUILDFORD,ROUTINE,ENG033,Julie Price,Pat Nolan,W5606032,ME,M1,2026-05-23 11:41:00,2026-05-23 20:53:00,09:12:00,9.2
SC,PERTH,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5606033,RO,M2,2026-05-25 10:37:00,2026-05-25 15:07:00,04:30:00,4.5
WM,STOKE,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5606034,MR,R2,2026-05-27 09:36:00,2026-05-27 20:36:00,11:00:00,11.0
NT,MANSFIELD,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5606035,EM,M2,2026-05-26 08:11:00,2026-05-26 21:05:00,12:54:00,12.9
NE,DURHAM,INSPECTION,ENG071,Alan Shaw,Bill Tyne,W5606036,ME,R1,2026-05-21 08:51:00,2026-05-21 23:33:00,14:42:00,14.7
SE,EASTBOURNE,METERING,ENG030,Stuart Porter,Ray Ingram,W5606037,ME,E1,2026-05-21 10:52:00,2026-05-21 22:46:00,11:54:00,11.9
WM,WOLVERHAMPTON,EMERGENCY,ENG043,Diane Hunt,Tom Avery,W5606038,EM,M1,2026-05-23 07:29:00,2026-05-23 19:35:00,12:06:00,12.1
SC,STIRLING,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5606039,RO,E2,2026-05-22 11:36:00,2026-05-23 00:54:00,13:18:00,13.3
NE,DURHAM,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5606040,EM,M1,2026-05-22 11:16:00,2026-05-22 19:58:00,08:41:59,8.7
SC,DUNDEE,ROUTINE,ENG005,Fiona Cameron,Gordon Shaw,W5606041,ME,R2,2026-05-26 07:37:00,2026-05-26 15:55:00,08:18:00,8.3
SO,BOURNEMOUTH,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5606042,EM,M1,2026-05-27 07:49:00,2026-05-27 19:25:00,11:36:00,11.6
NE,MIDDLESBROUGH,METERING,ENG071,Alan Shaw,Bill Tyne,W5606043,ME,M1,2026-05-21 09:14:00,2026-05-21 15:38:00,06:24:00,6.4
SO,PORTSMOUTH,METERING,ENG050,Phil Hodgkins,Phil Russell,W5606044,IR,R2,2026-05-26 09:54:00,2026-05-26 14:12:00,04:18:00,4.3
SO,BOURNEMOUTH,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5606045,ME,M1,2026-05-27 11:36:00,2026-05-27 15:24:00,03:48:00,3.8
NE,MIDDLESBROUGH,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5606046,MR,E1,2026-05-22 08:25:00,2026-05-22 15:31:00,07:06:00,7.1
SE,GUILDFORD,EMERGENCY,ENG032,Colin James,Pat Nolan,W5606047,RO,M1,2026-05-25 06:10:00,2026-05-25 09:40:00,03:30:00,3.5
SE,HORSHAM,ROUTINE,ENG030,Stuart Porter,Ray Ingram,W5606048,ME,R1,2026-05-21 07:30:00,2026-05-21 16:42:00,09:12:00,9.2
NE,MIDDLESBROUGH,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5606049,MR,R1,2026-05-27 09:25:00,2026-05-27 23:13:00,13:48:00,13.8
WM,STOKE,METERING,ENG041,Una Cowling,Mark Reygate,W5606050,RO,M2,2026-05-24 09:04:00,2026-05-24 11:46:00,02:42:00,2.7
WM,WOLVERHAMPTON,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5606051,IR,E1,2026-05-26 10:27:00,2026-05-26 21:33:00,11:06:00,11.1
EA,NORWICH,REPAIR,ENG023,Sharon King,Anne Foster,W5606052,RO,E2,2026-05-26 08:58:00,2026-05-26 21:28:00,12:30:00,12.5
WM,BIRMINGHAM,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5606053,MR,M2,2026-05-24 08:39:00,2026-05-24 20:39:00,12:00:00,12.0
EA,LUTON,REPAIR,ENG021,Rachel Davies,Mark Booker,W5606054,IR,M2,2026-05-23 06:11:00,2026-05-23 21:11:00,15:00:00,15.0
EA,PETERBOROUGH,REPAIR,ENG021,Rachel Davies,Mark Booker,W5606055,RO,E1,2026-05-25 08:41:00,2026-05-25 14:05:00,05:24:00,5.4
SO,SOUTHAMPTON,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5606056,ME,E2,2026-05-26 08:13:00,2026-05-26 23:37:00,15:24:00,15.4
EA,NORWICH,EMERGENCY,ENG023,Sharon King,Anne Foster,W5606057,EM,E1,2026-05-25 08:38:00,2026-05-25 17:20:00,08:41:59,8.7
SC,PAISLEY,REPAIR,ENG004,Douglas Reid,Graham Loan,W5606058,ME,M2,2026-05-25 08:02:00,2026-05-25 13:38:00,05:36:00,5.6
SC,EDINBURGH,METERING,ENG001,John MacDonald,Steven Leckie,W5606059,ME,M2,2026-05-27 09:08:00,2026-05-27 18:32:00,09:24:00,9.4
WM,COVENTRY,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5606060,ME,E1,2026-05-22 06:19:00,2026-05-22 13:01:00,06:42:00,6.7
SO,PORTSMOUTH,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5606061,MR,M2,2026-05-25 08:16:00,2026-05-25 11:22:00,03:06:00,3.1
SO,SALISBURY,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5606062,ME,M2,2026-05-21 11:39:00,2026-05-21 22:33:00,10:54:00,10.9
NT,MANSFIELD,REPAIR,ENG062,Fred Archer,Sue Holt,W5606063,ME,E2,2026-05-22 07:53:00,2026-05-22 20:23:00,12:30:00,12.5
NW,BOLTON,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5606064,EM,E2,2026-05-26 11:08:00,2026-05-26 21:02:00,09:54:00,9.9
WM,STOKE,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5606065,ME,R2,2026-05-21 09:05:00,2026-05-21 11:05:00,02:00:00,2.0
SC,ABERDEEN,EMERGENCY,ENG005,Fiona Cameron,Gordon Shaw,W5606066,ME,E1,2026-05-27 06:56:00,2026-05-27 14:14:00,07:18:00,7.3
NW,WARRINGTON,INSPECTION,ENG013,Helen Morris,Dave Clarke,W5606067,ME,R1,2026-05-24 11:17:00,2026-05-24 17:05:00,05:48:00,5.8
SE,MAIDSTONE,REPAIR,ENG032,Colin James,Pat Nolan,W5606068,ME,R1,2026-05-21 11:48:00,2026-05-21 17:00:00,05:12:00,5.2
WM,WOLVERHAMPTON,METERING,ENG040,Wayne Edwards,Mark Reygate,W5606069,RO,E2,2026-05-23 07:53:00,2026-05-23 15:59:00,08:06:00,8.1
SO,BOURNEMOUTH,REPAIR,ENG051,Wendy Nash,Phil Russell,W5606070,EM,M2,2026-05-21 09:06:00,2026-05-22 00:30:00,15:24:00,15.4
SO,SOUTHAMPTON,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5606071,IR,M2,2026-05-27 06:09:00,2026-05-27 11:27:00,05:18:00,5.3
WM,DUDLEY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5606072,IR,M1,2026-05-26 08:33:00,2026-05-26 16:27:00,07:54:00,7.9
SO,SOUTHAMPTON,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5606073,RO,R1,2026-05-23 08:02:00,2026-05-23 19:56:00,11:54:00,11.9
SE,MAIDSTONE,REPAIR,ENG032,Colin James,Pat Nolan,W5606074,ME,R2,2026-05-22 08:26:00,2026-05-22 12:02:00,03:36:00,3.6
NT,NOTTINGHAM,ROUTINE,ENG062,Fred Archer,Sue Holt,W5606075,MR,M1,2026-05-25 11:51:00,2026-05-25 15:21:00,03:30:00,3.5
WM,COVENTRY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5606076,ME,M1,2026-05-27 08:25:00,2026-05-27 11:19:00,02:54:00,2.9
NE,NEWCASTLE,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5606077,EM,E2,2026-05-26 06:21:00,2026-05-26 15:09:00,08:48:00,8.8
EA,CAMBRIDGE,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5606078,IR,R2,2026-05-21 09:35:00,2026-05-21 17:05:00,07:30:00,7.5
NT,NOTTINGHAM,METERING,ENG060,Barry Noon,Sue Holt,W5606079,MR,R2,2026-05-26 06:53:00,2026-05-26 11:35:00,04:42:00,4.7
WM,STOKE,REPAIR,ENG041,Una Cowling,Mark Reygate,W5606080,MR,R2,2026-05-21 11:32:00,2026-05-21 23:50:00,12:18:00,12.3
SC,EDINBURGH,METERING,ENG004,Douglas Reid,Graham Loan,W5606081,IR,M2,2026-05-21 09:48:00,2026-05-21 23:18:00,13:30:00,13.5
WM,COVENTRY,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5606082,ME,E2,2026-05-23 10:33:00,2026-05-23 19:27:00,08:54:00,8.9
SE,EASTBOURNE,ROUTINE,ENG033,Julie Price,Pat Nolan,W5606083,ME,M1,2026-05-27 11:21:00,2026-05-27 19:21:00,08:00:00,8.0
EA,IPSWICH,METERING,ENG021,Rachel Davies,Mark Booker,W5606084,MR,E2,2026-05-21 06:45:00,2026-05-21 09:03:00,02:18:00,2.3
EA,NORWICH,METERING,ENG021,Rachel Davies,Mark Booker,W5606085,EM,E1,2026-05-23 06:42:00,2026-05-23 12:30:00,05:48:00,5.8
SO,SOUTHAMPTON,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5606086,EM,M2,2026-05-21 06:58:00,2026-05-21 14:46:00,07:48:00,7.8
NT,LINCOLN,METERING,ENG061,Cathy Dean,Sue Holt,W5606087,RO,R1,2026-05-23 11:04:00,2026-05-24 02:34:00,15:30:00,15.5
NE,NEWCASTLE,METERING,ENG072,Liz Cooke,Bill Tyne,W5606088,IR,R1,2026-05-26 10:26:00,2026-05-26 17:26:00,07:00:00,7.0
NW,LIVERPOOL,INSPECTION,ENG012,Brian Cook,Gary Williams,W5606089,IR,M1,2026-05-25 10:21:00,2026-05-25 16:09:00,05:48:00,5.8
WM,WALSALL,ROUTINE,ENG040,Wayne Edwards,Mark Reygate,W5606090,ME,M2,2026-05-26 09:59:00,2026-05-26 22:23:00,12:24:00,12.4
SE,CROYDON,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5606091,ME,R2,2026-05-25 11:13:00,2026-05-26 01:49:00,14:36:00,14.6
WM,COVENTRY,REPAIR,ENG042,Steve Frost,Mark Reygate,W5606092,IR,M2,2026-05-27 07:07:00,2026-05-27 17:31:00,10:24:00,10.4
SC,EDINBURGH,INSPECTION,ENG003,Catriona Stewart,Graham Loan,W5606093,RO,R2,2026-05-26 10:41:00,2026-05-27 00:59:00,14:18:00,14.3
SC,STIRLING,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5606094,IR,M2,2026-05-27 10:43:00,2026-05-27 17:07:00,06:24:00,6.4
SC,STIRLING,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5606095,IR,R2,2026-05-26 06:04:00,2026-05-26 16:46:00,10:42:00,10.7
WM,STOKE,EMERGENCY,ENG040,Wayne Edwards,Mark Reygate,W5606096,ME,E1,2026-05-25 07:53:00,2026-05-25 11:05:00,03:12:00,3.2
NT,LINCOLN,METERING,ENG060,Barry Noon,Sue Holt,W5606097,IR,E2,2026-05-24 08:55:00,2026-05-24 22:25:00,13:30:00,13.5
NE,GATESHEAD,METERING,ENG071,Alan Shaw,Bill Tyne,W5606098,RO,R2,2026-05-27 06:34:00,2026-05-27 17:22:00,10:48:00,10.8
NE,NEWCASTLE,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5606099,MR,R2,2026-05-21 08:53:00,2026-05-21 14:35:00,05:42:00,5.7
SE,HORSHAM,METERING,ENG033,Julie Price,Pat Nolan,W5606100,EM,E1,2026-05-25 09:17:00,2026-05-25 23:41:00,14:24:00,14.4
EA,LUTON,REPAIR,ENG020,Mark Holloway,Mark Booker,W5606101,ME,M2,2026-05-27 06:35:00,2026-05-27 19:29:00,12:54:00,12.9
NW,STOCKPORT,EMERGENCY,ENG012,Brian Cook,Gary Williams,W5606102,RO,R2,2026-05-25 08:34:00,2026-05-25 16:22:00,07:48:00,7.8
SO,SOUTHAMPTON,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5606103,IR,R2,2026-05-23 06:42:00,2026-05-23 14:12:00,07:30:00,7.5
SE,GUILDFORD,EMERGENCY,ENG030,Stuart Porter,Ray Ingram,W5606104,MR,E2,2026-05-23 09:39:00,2026-05-24 00:21:00,14:42:00,14.7
NE,SUNDERLAND,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5606105,RO,E1,2026-05-26 06:24:00,2026-05-26 16:00:00,09:36:00,9.6
NT,MANSFIELD,ROUTINE,ENG060,Barry Noon,Sue Holt,W5606106,RO,R1,2026-05-25 06:24:00,2026-05-25 16:36:00,10:12:00,10.2
EA,BEDFORD,INSPECTION,ENG020,Mark Holloway,Mark Booker,W5606107,EM,M2,2026-05-25 07:28:00,2026-05-25 10:34:00,03:06:00,3.1
SE,CROYDON,ROUTINE,ENG032,Colin James,Pat Nolan,W5606108,IR,M2,2026-05-27 09:57:00,2026-05-27 13:45:00,03:48:00,3.8
EA,BEDFORD,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5606109,ME,M1,2026-05-23 09:18:00,2026-05-24 01:00:00,15:42:00,15.7
EA,PETERBOROUGH,ROUTINE,ENG020,Mark Holloway,Mark Booker,W5606110,ME,M2,2026-05-27 06:03:00,2026-05-27 09:57:00,03:54:00,3.9
NT,NOTTINGHAM,INSPECTION,ENG060,Barry Noon,Sue Holt,W5606111,MR,M1,2026-05-26 07:18:00,2026-05-26 15:12:00,07:54:00,7.9
SE,BRIGHTON,EMERGENCY,ENG032,Colin James,Pat Nolan,W5606112,IR,M1,2026-05-27 11:39:00,2026-05-27 19:27:00,07:48:00,7.8
WM,COVENTRY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5606113,ME,E1,2026-05-23 09:24:00,2026-05-24 00:06:00,14:42:00,14.7
WM,STOKE,REPAIR,ENG043,Diane Hunt,Tom Avery,W5606114,MR,R2,2026-05-21 09:38:00,2026-05-21 21:38:00,12:00:00,12.0
WM,WOLVERHAMPTON,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5606115,ME,M2,2026-05-21 06:19:00,2026-05-21 09:43:00,03:24:00,3.4
SO,SALISBURY,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5606116,EM,E1,2026-05-27 08:32:00,2026-05-27 20:50:00,12:18:00,12.3
NW,MANCHESTER,METERING,ENG012,Brian Cook,Gary Williams,W5606117,ME,R1,2026-05-26 08:31:00,2026-05-26 15:19:00,06:48:00,6.8
EA,CAMBRIDGE,ROUTINE,ENG023,Sharon King,Anne Foster,W5606118,IR,M1,2026-05-27 11:25:00,2026-05-27 13:43:00,02:18:00,2.3
WM,DUDLEY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5606119,RO,M2,2026-05-24 07:09:00,2026-05-24 15:09:00,08:00:00,8.0
SC,PERTH,EMERGENCY,ENG001,John MacDonald,Steven Leckie,W5606120,IR,M2,2026-05-27 06:41:00,2026-05-27 11:05:00,04:24:00,4.4
SC,ABERDEEN,EMERGENCY,ENG003,Catriona Stewart,Graham Loan,W5606121,ME,R1,2026-05-27 07:07:00,2026-05-27 12:01:00,04:54:00,4.9
NE,GATESHEAD,EMERGENCY,ENG071,Alan Shaw,Bill Tyne,W5606122,EM,R2,2026-05-23 10:42:00,2026-05-23 20:42:00,10:00:00,10.0
NW,MANCHESTER,EMERGENCY,ENG011,Karen Simmons,Gary Williams,W5606123,IR,R2,2026-05-22 06:07:00,2026-05-22 21:49:00,15:42:00,15.7
NT,DERBY,REPAIR,ENG060,Barry Noon,Sue Holt,W5606124,MR,E1,2026-05-21 11:43:00,2026-05-21 17:37:00,05:54:00,5.9
EA,BEDFORD,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5606125,RO,M2,2026-05-26 10:31:00,2026-05-26 19:13:00,08:41:59,8.7
SO,PORTSMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5606126,MR,E2,2026-05-27 06:07:00,2026-05-27 17:13:00,11:06:00,11.1
SO,BOURNEMOUTH,INSPECTION,ENG052,Chris Lamb,Phil Russell,W5606127,EM,E1,2026-05-27 09:59:00,2026-05-27 23:59:00,14:00:00,14.0
SE,EASTBOURNE,EMERGENCY,ENG030,Stuart Porter,Ray Ingram,W5606128,MR,E2,2026-05-23 07:30:00,2026-05-23 22:30:00,15:00:00,15.0
